site,setting,plot_type,date,species,cvr,median_height,max_height,reproduction,n_inds,n_leaf,w_weight,d_weight,n_leaf_image,area_sum,leaf_area,SLA,LDMC
MAL029,mallakka,c,2020-08-09,Vaccinium myrtillus,3,NA,NA,1,3,6,0.0494,0.0204,6,3.909,0.6515,191.6176470588235,0.41295546558704455
MAL028,mallakka,a,2020-08-09,Festuca ovina,7,4,6,3,4,12,0.0514,0.0204,12,1.859,0.15491666666666667,91.12745098039215,0.39688715953307396
MAL028,mallakka,a,2020-08-09,Vaccinium uliginosum,2,3,5,1,3,6,0.0779,0.0311,6,3.465,0.5775,111.41479099678456,0.3992297817715019
MAL028,mallakka,a,2020-08-09,Anthoxanthum nipponicum,4,5,5,2,2,2,0.0538,0.0193,3,4.317,2.1585,223.67875647668393,0.35873605947955395
MAL028,mallakka,a,2020-08-09,Calamagrostis lapponica,3,7,9,2,3,3,0.1161,0.0466,3,7.564,2.521333333333333,162.3175965665236,0.4013781223083549
MAL028,mallakka,a,2020-08-09,Equisetum arvense,3,3,3,1,2,6,0.0434,0.0084,6,1.297,0.21616666666666665,154.4047619047619,0.1935483870967742
MAL028,mallakka,a,2020-08-09,Phyllodoce caerulea,5,2,5,2,3,18,0.0335,0.017,18,1.474,0.08188888888888889,86.70588235294117,0.5074626865671642
MAL028,mallakka,a,2020-08-09,Salix hastata,3,5,5,1,3,3,0.1496,0.0489,3,7.235,2.4116666666666666,147.9550102249489,0.32687165775401067
MAL028,mallakka,a,2020-08-09,Salix reticulata,3,2,2,1,3,3,0.1076,0.0371,3,3.866,1.2886666666666666,104.20485175202157,0.3447955390334573
MAL028,mallakka,a,2020-08-09,Solidago virgaurea,5,4,5,NA,3,3,0.1023,0.025,3,5.092,1.6973333333333331,203.67999999999998,0.24437927663734116
MAL028,mallakka,a,2020-08-09,Vaccinium myrtillus,2,6,6,4,3,6,0.0787,0.0346,6,4.95,0.8250000000000001,143.06358381502892,0.4396442185514612
MAL028,mallakka,b,2020-08-09,Betula nana,2,20,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Bistorta vivipara,0.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Empetrum nigrum,0.5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Festuca ovina,5,4,7,3,4,12,0.0514,0.0204,12,1.859,0.15491666666666667,91.12745098039215,0.39688715953307396
MAL028,mallakka,b,2020-08-09,Vaccinium uliginosum,0.5,3,5,1,3,6,0.0779,0.0311,6,3.465,0.5775,111.41479099678456,0.3992297817715019
MAL028,mallakka,b,2020-08-09,Anthoxanthum nipponicum,2,5,5,2,2,2,0.0538,0.0193,3,4.317,2.1585,223.67875647668393,0.35873605947955395
MAL028,mallakka,b,2020-08-09,Bartsia alpina,0.25,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Calamagrostis lapponica,1,12,27,2,3,3,0.1161,0.0466,3,7.564,2.521333333333333,162.3175965665236,0.4013781223083549
MAL028,mallakka,b,2020-08-09,Carex bigelowii,0.5,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Carex vaginata,3,3,4,2,3,3,0.1719,0.0638,3,9.347,3.1156666666666664,146.50470219435738,0.37114601512507267
MAL028,mallakka,b,2020-08-09,Equisetum arvense,1,3,3,1,2,6,0.0434,0.0084,6,1.297,0.21616666666666665,154.4047619047619,0.1935483870967742
MAL028,mallakka,b,2020-08-09,Hieracium alpinum,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Juncus trifidus,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Spinulum annotinum,0.5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Pedicularis lapponica,0.25,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Phyllodoce caerulea,10,4,7,2,3,18,0.0335,0.017,18,1.474,0.08188888888888889,86.70588235294117,0.5074626865671642
MAL028,mallakka,b,2020-08-09,Salix hastata,1,5,8,1,3,3,0.1496,0.0489,3,7.235,2.4116666666666666,147.9550102249489,0.32687165775401067
MAL028,mallakka,b,2020-08-09,Salix lapponum,2,20,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Salix reticulata,2,2,2,1,3,3,0.1076,0.0371,3,3.866,1.2886666666666666,104.20485175202157,0.3447955390334573
MAL028,mallakka,b,2020-08-09,Saussurea alpina,0.5,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Solidago virgaurea,3,NA,NA,NA,3,3,0.1023,0.025,3,5.092,1.6973333333333331,203.67999999999998,0.24437927663734116
MAL028,mallakka,b,2020-08-09,Lysimachia europaea,0.5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Trollius europaeus,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,b,2020-08-09,Vaccinium myrtillus,0.25,10,10,4,3,6,0.0787,0.0346,6,4.95,0.8250000000000001,143.06358381502892,0.4396442185514612
MAL028,mallakka,b,2020-08-09,Viola biflora,0.25,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Betula nana,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Bistorta vivipara,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Empetrum nigrum,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Festuca ovina,3,NA,NA,3,4,12,0.0514,0.0204,12,1.859,0.15491666666666667,91.12745098039215,0.39688715953307396
MAL028,mallakka,c,2020-08-09,Vaccinium uliginosum,0.5,NA,NA,1,3,6,0.0779,0.0311,6,3.465,0.5775,111.41479099678456,0.3992297817715019
MAL028,mallakka,c,2020-08-09,Anthoxanthum nipponicum,2,NA,NA,2,2,2,0.0538,0.0193,3,4.317,2.1585,223.67875647668393,0.35873605947955395
MAL028,mallakka,c,2020-08-09,Bartsia alpina,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Calamagrostis lapponica,1,NA,NA,2,3,3,0.1161,0.0466,3,7.564,2.521333333333333,162.3175965665236,0.4013781223083549
MAL028,mallakka,c,2020-08-09,Carex bigelowii,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Carex vaginata,2,NA,NA,2,3,3,0.1719,0.0638,3,9.347,3.1156666666666664,146.50470219435738,0.37114601512507267
MAL028,mallakka,c,2020-08-09,Avenella flexuosa,0.25,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Epilobium angustifolium,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Equisetum arvense,1,NA,NA,1,2,6,0.0434,0.0084,6,1.297,0.21616666666666665,154.4047619047619,0.1935483870967742
MAL028,mallakka,c,2020-08-09,Hieracium alpinum,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Juncus trifidus,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Juniperus communis,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Spinulum annotinum,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Pedicularis lapponica,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Phyllodoce caerulea,10,NA,NA,2,3,18,0.0335,0.017,18,1.474,0.08188888888888889,86.70588235294117,0.5074626865671642
MAL028,mallakka,c,2020-08-09,Salix hastata,1,NA,NA,1,3,3,0.1496,0.0489,3,7.235,2.4116666666666666,147.9550102249489,0.32687165775401067
MAL028,mallakka,c,2020-08-09,Salix lapponum,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Salix reticulata,2,NA,NA,1,3,3,0.1076,0.0371,3,3.866,1.2886666666666666,104.20485175202157,0.3447955390334573
MAL028,mallakka,c,2020-08-09,Saussurea alpina,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Solidago virgaurea,3,NA,NA,NA,3,3,0.1023,0.025,3,5.092,1.6973333333333331,203.67999999999998,0.24437927663734116
MAL028,mallakka,c,2020-08-09,Taraxacum,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Lysimachia europaea,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Trollius europaeus,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL028,mallakka,c,2020-08-09,Vaccinium myrtillus,0.25,NA,NA,4,3,6,0.0787,0.0346,6,4.95,0.8250000000000001,143.06358381502892,0.4396442185514612
MAL028,mallakka,c,2020-08-09,Viola biflora,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,a,2020-08-14,Empetrum nigrum,2,1,2,3,3,30,0.036,0.0166,28,1.106,0.03686666666666667,66.62650602409639,0.46111111111111114
MAL079,mallakka,b,2020-08-14,Betula nana,3,5,11,2,3,6,0.1129,0.0483,6,5.127,0.8544999999999999,106.14906832298135,0.42781222320637735
MAL079,mallakka,b,2020-08-14,Empetrum nigrum,0.5,1,2,3,3,30,0.036,0.0166,28,1.106,0.03686666666666667,66.62650602409639,0.46111111111111114
MAL079,mallakka,b,2020-08-14,Vaccinium vitis-idaea,2,1.5,2,3,3,6,0.0805,0.0382,6,2.102,0.35033333333333333,55.026178010471206,0.47453416149068317
MAL079,mallakka,b,2020-08-14,Arctous alpina,0.5,2,2,1,2,4,0.0922,0.0342,4,3.699,0.92475,108.1578947368421,0.37093275488069416
MAL079,mallakka,b,2020-08-14,Calamagrostis lapponica,0.25,25,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,b,2020-08-14,Avenella flexuosa,0.5,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,b,2020-08-14,Salix hastata,0.25,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,c,2020-08-14,Betula nana,3,NA,NA,2,3,6,0.1129,0.0483,6,5.127,0.8544999999999999,106.14906832298135,0.42781222320637735
MAL079,mallakka,c,2020-08-14,Empetrum nigrum,3,NA,NA,3,3,30,0.036,0.0166,28,1.106,0.03686666666666667,66.62650602409639,0.46111111111111114
MAL079,mallakka,c,2020-08-14,Vaccinium vitis-idaea,2,NA,NA,3,3,6,0.0805,0.0382,6,2.102,0.35033333333333333,55.026178010471206,0.47453416149068317
MAL079,mallakka,c,2020-08-14,Arctous alpina,0.25,NA,NA,1,2,4,0.0922,0.0342,4,3.699,0.92475,108.1578947368421,0.37093275488069416
MAL079,mallakka,c,2020-08-14,Calamagrostis lapponica,0.25,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,c,2020-08-14,Carex canescens,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,c,2020-08-14,Avenella flexuosa,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL079,mallakka,c,2020-08-14,Salix hastata,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL078,mallakka,a,2020-08-12,Empetrum nigrum,15,4,7,3,3,30,0.0563,0.024,30,1.778,0.05926666666666667,74.08333333333333,0.42628774422735344
MAL078,mallakka,a,2020-08-12,Vaccinium vitis-idaea,3,3,3,2,3,6,0.0927,0.0395,6,3.176,0.5293333333333333,80.40506329113924,0.4261057173678533
MAL078,mallakka,a,2020-08-12,Betula pubescens,20,500,500,NA,1,3,0.8573,0.302,3,42.573,14.191,140.9701986754967,0.352268750729033
MAL078,mallakka,a,2020-08-12,Avenella flexuosa,0.5,5,7,2,3,6,0.0666,0.0222,6,2.073,0.3455,93.37837837837837,0.3333333333333333
MAL078,mallakka,b,2020-08-12,Empetrum nigrum,10,8,13,3,3,30,0.0563,0.024,30,1.778,0.05926666666666667,74.08333333333333,0.42628774422735344
MAL078,mallakka,b,2020-08-12,Vaccinium uliginosum,0.25,7,7,2,3,6,0.0947,0.0362,6,4.8580000000000005,0.8096666666666668,134.1988950276243,0.382259767687434
MAL078,mallakka,b,2020-08-12,Vaccinium vitis-idaea,2,4,6,2,3,6,0.0927,0.0395,6,3.176,0.5293333333333333,80.40506329113924,0.4261057173678533
MAL078,mallakka,b,2020-08-12,Betula pubescens,20,500,500,NA,1,3,0.8573,0.302,3,42.573,14.191,140.9701986754967,0.352268750729033
MAL078,mallakka,b,2020-08-12,Avenella flexuosa,1,6,10,2,3,6,0.0666,0.0222,6,2.073,0.3455,93.37837837837837,0.3333333333333333
MAL078,mallakka,b,2020-08-12,Linnaea borealis,0.25,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL078,mallakka,b,2020-08-12,Vaccinium myrtillus,0.25,7,7,4,3,6,0.0637,0.0296,6,4.819999999999999,0.8033333333333332,162.8378378378378,0.46467817896389324
MAL078,mallakka,c,2020-08-12,Empetrum nigrum,20,NA,NA,3,3,30,0.0563,0.024,30,1.778,0.05926666666666667,74.08333333333333,0.42628774422735344
MAL078,mallakka,c,2020-08-12,Vaccinium uliginosum,0.5,NA,NA,2,3,6,0.0947,0.0362,6,4.8580000000000005,0.8096666666666668,134.1988950276243,0.382259767687434
MAL078,mallakka,c,2020-08-12,Vaccinium vitis-idaea,2,NA,NA,2,3,6,0.0927,0.0395,6,3.176,0.5293333333333333,80.40506329113924,0.4261057173678533
MAL078,mallakka,c,2020-08-12,Betula pubescens,20,NA,NA,NA,1,3,0.8573,0.302,3,42.573,14.191,140.9701986754967,0.352268750729033
MAL078,mallakka,c,2020-08-12,Avenella flexuosa,1,NA,NA,2,3,6,0.0666,0.0222,6,2.073,0.3455,93.37837837837837,0.3333333333333333
MAL078,mallakka,c,2020-08-12,Linnaea borealis,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL078,mallakka,c,2020-08-12,Solidago virgaurea,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAL078,mallakka,c,2020-08-12,Vaccinium myrtillus,0.5,NA,NA,4,3,6,0.0637,0.0296,6,4.819999999999999,0.8033333333333332,162.8378378378378,0.46467817896389324
MI697,mikkuna,b,2020-07-24,Empetrum nigrum,7,4,6,NA,3,45,0.0715,0.0248,43,2.781,0.0618,112.13709677419355,0.3468531468531469
MI697,mikkuna,b,2020-07-24,Vaccinium myrtillus,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI697,mikkuna,b,2020-07-24,Vaccinium uliginosum,10,6,12,NA,3,3,0.0534,0.0215,3,2.511,0.8370000000000001,116.79069767441862,0.4026217228464419
MI697,mikkuna,b,2020-07-24,Vaccinium vitis-idaea,5,3,4,NA,3,6,0.0887,0.04,6,2.725,0.45416666666666666,68.125,0.4509582863585118
MI697,mikkuna,b,2020-07-24,Calamagrostis lapponica,0.25,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI697,mikkuna,b,2020-07-24,Carex bigelowii,1,5,8,NA,3,3,0.1319,0.0447,3,7.792,2.5973333333333333,174.31767337807608,0.3388931008339651
MI697,mikkuna,b,2020-07-24,Avenella flexuosa,0.25,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI697,mikkuna,b,2020-07-24,Festuca ovina,0.25,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI697,mikkuna,b,2020-07-24,Solidago virgaurea,0.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI697,mikkuna,b,2020-07-24,Viola biflora,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI895,mikkuna,b,2020-07-24,Empetrum nigrum,8,3,7,NA,3,45,0.0671,0.0314,46,2.274,0.05053333333333333,72.4203821656051,0.46795827123695966
MI895,mikkuna,b,2020-07-24,Vaccinium myrtillus,10,3,5,NA,3,6,0.0226,0.0095,6,1.61,0.26833333333333337,169.47368421052633,0.420353982300885
MI895,mikkuna,b,2020-07-24,Vaccinium vitis-idaea,3,1,2,NA,3,6,0.0677,0.0335,6,1.9260000000000002,0.321,57.492537313432834,0.4948301329394388
MI1057,mikkuna,b,2020-07-25,Salix herbacea,7,1,2,NA,3,5,0.0822,0.0285,5,4.574,0.9148,160.49122807017542,0.3467153284671533
MI1057,mikkuna,b,2020-07-25,Anthoxanthum nipponicum,2,4,5,NA,3,3,0.0677,0.0181,3,4.886,1.6286666666666667,269.94475138121544,0.26735598227474155
MI1057,mikkuna,b,2020-07-25,Calamagrostis lapponica,2,6,11,NA,3,3,0.1697,0.0543,6,11.015,3.671666666666667,202.85451197053408,0.31997642899233947
MI1057,mikkuna,b,2020-07-25,Carex bigelowii,2,3,4,NA,3,3,0.1126,0.0376,3,6.555,2.185,174.33510638297872,0.3339253996447602
MI1057,mikkuna,b,2020-07-25,Carex vaginata,1,4,8,NA,3,3,0.1815,0.0566,3,9.539,3.1796666666666664,168.53356890459364,0.31184573002754823
MI1057,mikkuna,b,2020-07-25,Bistorta vivipara,8,3,5,NA,3,3,0.177,0.0432,3,6.412,2.1373333333333333,148.42592592592592,0.24406779661016953
MI1057,mikkuna,b,2020-07-25,Hieracium alpinum,3,2,3,NA,3,3,0.1762,0.0323,3,7.3100000000000005,2.436666666666667,226.31578947368422,0.18331441543700341
MI1057,mikkuna,b,2020-07-25,Solidago virgaurea,6,3,8,NA,3,3,0.1767,0.0429,3,9.675,3.225,225.52447552447555,0.24278438030560273
MI1057,mikkuna,b,2020-07-25,Viola biflora,2,0.5,1,NA,3,3,0.0847,0.0197,3,7.2669999999999995,2.422333333333333,368.88324873096445,0.23258559622195984
MI1105,mikkuna,b,2020-07-26,Salix herbacea,20,2,4,NA,3,6,0.153,0.0508,6,7.664,1.2773333333333332,150.86614173228347,0.33202614379084966
MI1105,mikkuna,b,2020-07-26,Vaccinium myrtillus,5,4,9,NA,3,6,0.0919,0.0332,6,5.552,0.9253333333333332,167.2289156626506,0.3612622415669206
MI1105,mikkuna,b,2020-07-26,Avenella flexuosa,0.25,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1105,mikkuna,b,2020-07-26,Festuca ovina,0.25,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1105,mikkuna,b,2020-07-26,Omalotheca supina,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1105,mikkuna,b,2020-07-26,Solidago virgaurea,1,1,3,NA,3,3,0.1028,0.0255,3,6.363,2.121,249.5294117647059,0.24805447470817119
MI1105,mikkuna,b,2020-07-26,Carex canescens,0.5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11226,mikkuna,b,2020-07-26,Carex vaginata,2,6,10,NA,3,3,0.1234,0.0401,3,6.634,2.2113333333333336,165.43640897755614,0.3249594813614262
MI11226,mikkuna,b,2020-07-26,Carex rotundata,1,13,22,NA,3,3,0.1579,0.0505,6,5.06,1.6866666666666665,100.19801980198018,0.31982267257758074
MI11226,mikkuna,b,2020-07-26,Carex dioica,0.25,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11228,mikkuna,b,2020-07-26,Carex rotundata,7,18,23,NA,3,3,0.3006,0.1003,9,7.7139999999999995,2.571333333333333,76.90927218344964,0.33366600133067204
MI11227,mikkuna,b,2020-07-26,Carex rotundata,3,23,31,NA,3,3,0.3361,0.0963,8,13.218,4.406,137.25856697819316,0.28652186849152034
MI11227,mikkuna,b,2020-07-26,Eriophorum angustifolium,5,20,24,NA,3,3,0.4316,0.1533,9,16.363,5.4543333333333335,106.73842139595564,0.3551899907321594
MI11227,mikkuna,b,2020-07-26,Viola epipsila,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11229,mikkuna,b,2020-07-26,Andromeda polifolia,1,1,1,NA,3,9,0.051,0.0194,9,1.527,0.16966666666666666,78.71134020618555,0.38039215686274513
MI11229,mikkuna,b,2020-07-26,Betula nana,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11229,mikkuna,b,2020-07-26,Carex bigelowii,4,6,13,NA,3,3,0.0776,0.0273,3,4.727,1.5756666666666668,173.15018315018315,0.35180412371134023
MI11229,mikkuna,b,2020-07-26,Pinguicula vulgaris,0.25,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11229,mikkuna,b,2020-07-26,Carex rotundata,1,13,16,NA,3,3,0.1107,0.0387,6,3.157,1.0523333333333333,81.57622739018089,0.3495934959349593
MI11229,mikkuna,b,2020-07-26,Trichophorum cespitosum,6,5,7,NA,3,3,0.046,0.0161,3,1.255,0.4183333333333333,77.95031055900621,0.35
MI11230,mikkuna,b,2020-07-26,Veronica alpina,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11230,mikkuna,b,2020-07-26,Salix lapponum,6,4,6,NA,3,3,0.1114,0.043,3,6.0760000000000005,2.0253333333333337,141.30232558139537,0.3859964093357271
MI11230,mikkuna,b,2020-07-26,Carex rotundata,10,12,17,NA,3,3,0.2096,0.066,6,6.486,2.162,98.27272727272727,0.3148854961832061
MI11230,mikkuna,b,2020-07-26,Eriophorum angustifolium,1,14,14,NA,3,3,0.4043,0.1303,7,14.073,4.691,108.0046047582502,0.32228543161019046
MI11230,mikkuna,b,2020-07-26,Calamagrostis stricta,0.5,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11230,mikkuna,b,2020-07-26,Equisetum sylvaticum,1,13,13,NA,3,24,0.0989,0.0235,26,3.435,0.143125,146.17021276595744,0.23761375126390294
MI11231,mikkuna,b,2020-07-26,Carex bigelowii,10,7,9,NA,3,3,0.1083,0.0343,3,6.713,2.2376666666666667,195.71428571428572,0.31671283471837486
MI11231,mikkuna,b,2020-07-26,Taraxacum,0.25,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11231,mikkuna,b,2020-07-26,Viola biflora,0.25,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11231,mikkuna,b,2020-07-26,Carex rotundata,0.5,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI11231,mikkuna,b,2020-07-26,Petasites frigidus,3,4,8,NA,3,3,0.3332,0.0584,3,11.853,3.951,202.9623287671233,0.1752701080432173
MI11232,mikkuna,b,2020-07-26,Carex rotundata,5,17,22,NA,3,3,0.2864,0.087,6,7.594,2.5313333333333334,87.28735632183908,0.30377094972067037
MI11232,mikkuna,b,2020-07-26,Eriophorum angustifolium,2,14,25,NA,2,4,0.3695,0.1162,6,14.368,3.592,123.64888123924268,0.31447902571041947
MI11232,mikkuna,b,2020-07-26,Carex aquatilis x bigelowii,1,11,20,NA,3,3,0.4859,0.1544,9,28.457,9.485666666666667,184.30699481865284,0.31776085614323935
MI11233,mikkuna,b,2020-07-26,Eriophorum angustifolium,6,20,33,NA,2,4,0.3266,0.1049,6,13.004,3.251,123.96568160152526,0.32118799755052047
MI11233,mikkuna,b,2020-07-26,Carex aquatilis x bigelowii,1,14,18,NA,3,3,0.3048,0.102,6,17.651,5.883666666666667,173.04901960784315,0.33464566929133854
MI1117,mikkuna,b,2020-07-26,Vaccinium myrtillus,20,4,9,NA,3,6,0.035,0.0151,6,2.253,0.3755,149.20529801324503,0.4314285714285714
MI1117,mikkuna,b,2020-07-26,Vaccinium vitis-idaea,8,2,3,NA,3,6,0.1374,0.0686,6,3.289,0.5481666666666667,47.94460641399417,0.4992721979621543
MI1117,mikkuna,b,2020-07-26,Festuca ovina,0.25,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1117,mikkuna,b,2020-07-26,Juncus trifidus,1,6,9,NA,3,6,0.0398,0.0138,6,1.6420000000000001,0.27366666666666667,118.98550724637683,0.34673366834170855
MI1195,mikkuna,b,2020-07-26,Betula nana,8,3,7,NA,3,3,0.0928,0.0492,6,4.154,1.3846666666666667,84.43089430894308,0.5301724137931035
MI1195,mikkuna,b,2020-07-26,Harrimanella hypnoides,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1195,mikkuna,b,2020-07-26,Anthoxanthum nipponicum,1,7,16,NA,3,3,0.1162,0.0389,3,7.7090000000000005,2.569666666666667,198.17480719794347,0.3347676419965576
MI1195,mikkuna,b,2020-07-26,Carex bigelowii,3,6,11,NA,3,3,0.1161,0.0397,3,6.797,2.2656666666666667,171.20906801007555,0.34194659776055125
MI1195,mikkuna,b,2020-07-26,Avenella flexuosa,3,4,5,NA,3,5,0.0553,0.0189,5,1.9969999999999999,0.3994,105.66137566137566,0.34177215189873417
MI1195,mikkuna,b,2020-07-26,Juncus trifidus,0.5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1195,mikkuna,b,2020-07-26,Bistorta vivipara,4,3,9,NA,3,3,0.1758,0.0482,3,6.695,2.231666666666667,138.90041493775934,0.27417519908987487
MI1195,mikkuna,b,2020-07-26,Campanula rotundifolia,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1195,mikkuna,b,2020-07-26,Saussurea alpina,3,4,4,NA,3,3,0.2775,0.0475,3,9.567,3.189,201.41052631578947,0.17117117117117117
MI1195,mikkuna,b,2020-07-26,Sibbaldia procumbens,0.25,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1195,mikkuna,b,2020-07-26,Solidago virgaurea,1,3,4,NA,3,3,0.1844,0.0548,3,10.453,3.4843333333333333,190.74817518248173,0.29718004338394793
MI1195,mikkuna,b,2020-07-26,Thalictrum alpinum,3,2,4,NA,3,3,0.0966,0.0337,4,5.802,1.934,172.16617210682492,0.34886128364389235
MI1195,mikkuna,b,2020-07-26,Veronica alpina,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1195,mikkuna,b,2020-07-26,Viola biflora,3,0.5,0.5,NA,3,3,0.0823,0.0166,3,6.341,2.1136666666666666,381.9879518072289,0.20170109356014582
MI1195,mikkuna,b,2020-07-26,Nardus stricta,15,10,13,NA,3,6,0.061,0.0287,6,2.166,0.361,75.47038327526133,0.47049180327868856
MI1195,mikkuna,b,2020-07-26,Pyrola minor,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI1069,mikkuna,b,2020-07-27,Phyllodoce caerulea,3,4,8,NA,3,30,0.0552,0.0277,31,2.278,0.07593333333333334,82.23826714801444,0.5018115942028986
MI1069,mikkuna,b,2020-07-27,Salix herbacea,4,2,3,NA,3,6,0.0764,0.0321,6,3.942,0.657,122.80373831775702,0.4201570680628272
